year,Income,Rent
2011,45560,1127
2012,44901,1150
2013,44327,1175
2014,46435,1187
2015,47993,1224
2016,51568,1277
2017,54342,1347
2019,65269,1401
2021,70436,1500
2022,80549,1588
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
