Summary Level,State code,County Code,Place code,Place Type,Census Tract ,Description of area,Total Population,Total Population: Hispanic or Latino,"Total Population: White alone, not Hispanic or Latino","Total Population: Black or African American alone, not Hispanic or Latino","Total Population: American Indian and Alaska Native alone, not Hispanic or Latino","Total Population: Asian alone, not Hispanic or Latino","Total Population: Native Hawaiian and Other Pacific Islander alone, not Hispanic or Latino","Total Population: Some Other Race alone, not Hispanic or Latino","Total Population: Two or More Races, not Hispanic or Latino",Total Housing Units,Occupied Housing Units,Vacant Housing Units,PERCENT_HISP,PERCENT_WHITE
140,6,65,,,42014,Census Tract 420.14,10516,2968,5024,907,29,1225,13,25,325,2977,2891,86,0.282236592,0.477748193
140,6,65,,,42206,Census Tract 422.06,5620,1392,2569,674,24,734,13,12,202,2746,2457,289,0.247686833,0.457117438
140,6,65,,,42207,Census Tract 422.07,3017,452,1954,166,11,324,6,9,95,1275,1180,95,0.1498177,0.647663242
140,6,65,,,42208,Census Tract 422.08,2378,414,1703,83,4,105,9,2,58,938,900,38,0.174095879,0.716148024
140,6,65,,,42209,Census Tract 422.09,4579,1851,1112,590,24,840,11,22,129,1603,1365,238,0.404236733,0.242847783
140,6,65,,,42210,Census Tract 422.10,4761,1859,1097,679,13,902,35,21,155,2022,1852,170,0.390464188,0.230413779
140,6,65,,,42212,Census Tract 422.12,6727,3088,1811,1097,22,468,24,11,206,2142,2000,142,0.459045637,0.269213617
140,6,65,,,42213,Census Tract 422.13,4194,934,1992,271,13,790,17,20,157,1632,1515,117,0.222699094,0.474964235
140,6,65,,,42214,Census Tract 422.14,6316,2497,2331,730,20,510,17,8,203,1977,1890,87,0.395345155,0.369062698
140,6,65,,,42217,Census Tract 422.17,5461,1194,3138,444,11,462,8,8,196,2187,2056,131,0.218641274,0.574620033
140,6,65,,,42300,Census Tract 423,6782,4347,1742,335,17,192,34,7,108,2128,1941,187,0.640961368,0.256856385
140,6,65,,,42401,Census Tract 424.01,2082,781,972,173,6,92,3,5,50,638,612,26,0.375120077,0.46685879
140,6,65,,,42402,Census Tract 424.02,4780,2522,1322,547,20,222,11,14,122,1358,1290,68,0.527615063,0.276569038
140,6,65,,,42403,Census Tract 424.03,4071,1996,1157,575,21,207,24,4,87,1174,1119,55,0.490297224,0.284205355
140,6,65,,,42404,Census Tract 424.04,2038,1176,344,367,2,71,6,2,70,573,526,47,0.57703631,0.168792934
140,6,65,,,42405,Census Tract 424.05,4997,2436,725,1539,27,113,22,8,127,1951,1631,320,0.487492495,0.145087052
140,6,65,,,42406,Census Tract 424.06,4150,2348,961,573,6,133,21,4,104,1303,1214,89,0.565783133,0.231566265
140,6,65,,,42407,Census Tract 424.07,3262,1653,1022,353,28,104,9,2,91,921,863,58,0.506744329,0.313304721
140,6,65,,,42408,Census Tract 424.08,3152,1632,848,384,15,122,44,13,94,898,853,45,0.517766497,0.269035533
140,6,65,,,42409,Census Tract 424.09,3299,1725,794,577,7,103,14,5,74,982,921,61,0.522885723,0.240678994
140,6,65,,,42410,Census Tract 424.10,4882,1892,1344,1070,15,375,8,4,174,1430,1344,86,0.387546088,0.275297009
140,6,65,,,42411,Census Tract 424.11,2540,932,889,489,10,122,10,5,83,798,770,28,0.366929134,0.35
140,6,65,,,42412,Census Tract 424.12,5129,1591,2365,644,9,306,8,7,199,1612,1539,73,0.310196919,0.461103529
140,6,65,,,42505,Census Tract 425.05,3639,2914,323,246,8,67,21,10,50,979,876,103,0.800769442,0.088760649
140,6,65,,,42506,Census Tract 425.06,9483,4743,1324,2023,28,999,25,14,327,2990,2796,194,0.500158178,0.139618264
140,6,65,,,42507,Census Tract 425.07,5011,2944,741,869,19,288,15,7,128,1196,1145,51,0.587507484,0.147874676
140,6,65,,,42508,Census Tract 425.08,4888,3540,480,597,8,125,34,11,93,1264,1183,81,0.724222586,0.098199673
140,6,65,,,42509,Census Tract 425.09,3193,2071,594,317,2,139,3,0,67,869,811,58,0.648606326,0.186031945
140,6,65,,,42510,Census Tract 425.10,5048,3323,638,723,12,230,46,2,74,1224,1146,78,0.658280507,0.126386688
140,6,65,,,42511,Census Tract 425.11,3308,2129,472,524,5,97,9,5,67,863,813,50,0.643591294,0.142684401
140,6,65,,,42512,Census Tract 425.12,3200,2258,313,437,8,64,41,1,78,952,874,78,0.705625,0.0978125
140,6,65,,,42513,Census Tract 425.13,3379,2144,595,346,3,141,69,7,74,830,795,35,0.634507251,0.1760876
140,6,65,,,42514,Census Tract 425.14,3165,1913,466,521,6,158,4,2,95,904,851,53,0.604423381,0.147235387
140,6,65,,,42515,Census Tract 425.15,3803,2691,352,587,21,90,5,5,52,1126,1022,104,0.707599264,0.092558506
140,6,65,,,42516,Census Tract 425.16,4177,2809,438,632,18,137,41,15,87,1080,1015,65,0.672492219,0.104859947
140,6,65,,,42517,Census Tract 425.17,3278,2053,520,465,2,144,23,20,51,879,829,50,0.626296522,0.158633313
140,6,65,,,42518,Census Tract 425.18,3670,1994,576,801,10,206,8,7,68,1024,958,66,0.543324251,0.156948229
140,6,65,,,42519,Census Tract 425.19,1706,1087,190,322,6,53,6,1,41,541,482,59,0.637162954,0.11137163
140,6,65,,,42520,Census Tract 425.20,4669,3245,573,499,16,208,20,14,94,1392,1299,93,0.695009638,0.122724352
140,6,65,,,42521,Census Tract 425.21,4922,3176,637,737,15,195,52,11,99,1258,1167,91,0.645266152,0.129418935
140,6,65,,,42617,Census Tract 426.17,11436,8697,929,1283,25,254,58,38,152,2870,2669,201,0.760493179,0.081234697
140,6,65,,,42618,Census Tract 426.18,8283,6577,731,607,7,246,36,12,67,1970,1841,129,0.794035977,0.088253048
140,6,65,,,42619,Census Tract 426.19,11267,7044,1503,1716,18,644,41,19,282,3097,2738,359,0.625188604,0.13339842
140,6,65,,,42620,Census Tract 426.20,10463,6834,1410,1274,16,613,20,29,267,2770,2510,260,0.65315875,0.134760585
140,6,65,,,42621,Census Tract 426.21,6556,3562,934,1205,25,611,21,23,175,1759,1651,108,0.543319097,0.142464918
140,6,65,,,42622,Census Tract 426.22,4107,1816,749,740,11,631,8,12,140,1360,1234,126,0.442171902,0.182371561
140,6,65,,,42623,Census Tract 426.23,3682,1100,1197,835,8,383,22,13,124,1346,1259,87,0.298750679,0.325095057
140,6,65,,,42624,Census Tract 426.24,3784,1713,1200,471,10,222,15,12,141,1145,1040,105,0.45269556,0.317124736
140,6,65,,,42706,Census Tract 427.06,8393,6229,617,1085,26,215,32,16,173,2049,1891,158,0.742166091,0.073513642
140,6,65,,,42708,Census Tract 427.08,5171,1889,2638,177,17,286,4,6,154,1541,1455,86,0.365306517,0.510152775
140,6,65,,,42709,Census Tract 427.09,4905,1493,2934,201,29,138,13,10,87,2354,2143,211,0.304383282,0.598165138
140,6,65,,,42711,Census Tract 427.11,4543,604,3453,283,24,91,11,16,61,3016,2724,292,0.132951794,0.760070438
140,6,65,,,42714,Census Tract 427.14,3230,352,2675,30,21,75,7,9,61,1388,1242,146,0.108978328,0.828173375
140,6,65,,,42715,Census Tract 427.15,12805,4585,5620,792,26,1316,42,26,398,4285,3803,482,0.358063257,0.438891058
140,6,65,,,42716,Census Tract 427.16,5033,847,3900,76,5,80,13,11,101,2147,1846,301,0.168289291,0.774885754
140,6,65,,,42717,Census Tract 427.17,5079,2512,2213,126,23,72,13,7,113,1680,1472,208,0.494585548,0.435715692
140,6,65,,,42719,Census Tract 427.19,5025,2901,1725,212,26,77,10,3,71,1672,1475,197,0.577313433,0.343283582
140,6,65,,,42720,Census Tract 427.20,4434,2153,2037,68,25,40,22,2,87,1559,1333,226,0.48556608,0.459404601
140,6,65,,,42723,Census Tract 427.23,5506,2614,2612,95,37,58,2,5,83,2171,1895,276,0.474754813,0.474391573
140,6,65,,,42724,Census Tract 427.24,3182,1132,1377,234,10,282,18,7,122,941,855,86,0.3557511,0.4327467
140,6,65,,,42726,Census Tract 427.26,5357,2151,2503,241,13,253,11,10,175,1725,1536,189,0.401530707,0.467239126
140,6,65,,,42728,Census Tract 427.28,2266,852,1098,120,15,104,26,3,48,786,717,69,0.375992939,0.484554281
140,6,65,,,42729,Census Tract 427.29,9184,2255,5614,550,38,460,40,15,212,4287,3934,353,0.245535714,0.611280488
140,6,65,,,42730,Census Tract 427.30,5338,3409,1626,117,17,86,3,7,73,1542,1394,148,0.6386287,0.304608468
140,6,65,,,42731,Census Tract 427.31,5768,3169,1872,399,18,171,29,7,103,1869,1751,118,0.549410541,0.324549237
140,6,65,,,42732,Census Tract 427.32,5993,2176,3061,273,14,253,28,12,176,1837,1717,120,0.363090272,0.510762556
140,6,65,,,42733,Census Tract 427.33,4234,1372,2252,184,11,300,12,5,98,1436,1292,144,0.324043458,0.531884743
140,6,65,,,42737,Census Tract 427.37,2401,766,1202,148,7,195,4,6,73,760,674,86,0.319033736,0.50062474
140,6,65,,,42738,Census Tract 427.38,5729,1594,3186,309,14,396,21,16,193,2164,1848,316,0.278233549,0.556117996
140,6,65,,,42739,Census Tract 427.39,7097,2175,3454,482,30,608,27,5,316,2094,1938,156,0.306467521,0.486684515
140,6,65,,,42740,Census Tract 427.40,2017,158,1693,77,9,45,7,1,27,1348,1228,120,0.07833416,0.839365394
140,6,65,,,42741,Census Tract 427.41,2142,224,1684,142,14,31,6,5,36,1606,1414,192,0.104575163,0.786181139
140,6,65,,,42742,Census Tract 427.42,4232,1488,2158,156,13,216,15,3,183,1320,1215,105,0.351606805,0.509924386
140,6,65,,,42743,Census Tract 427.43,1907,623,1012,62,16,134,12,2,46,636,572,64,0.326691138,0.530676455
140,6,65,,,42744,Census Tract 427.44,3726,2107,1482,29,34,10,3,13,48,1057,988,69,0.565485776,0.397745572
140,6,65,,,42745,Census Tract 427.45,4614,1254,2813,199,25,207,10,9,97,2111,1875,236,0.271781534,0.609666233
140,6,65,,,42800,Census Tract 428,9260,7133,812,980,39,118,30,18,130,2527,2291,236,0.770302376,0.087688985
140,6,65,,,42901,Census Tract 429.01,7385,5496,1228,436,18,88,9,8,102,2043,1861,182,0.744211239,0.166283006
140,6,65,,,42902,Census Tract 429.02,4930,3231,1320,233,16,55,4,5,66,1537,1321,216,0.655375254,0.267748479
140,6,65,,,42903,Census Tract 429.03,5738,4152,1049,416,22,44,3,4,48,1546,1379,167,0.723597072,0.182816312
140,6,65,,,42904,Census Tract 429.04,9352,7121,1242,751,27,81,19,27,84,2352,2100,252,0.761441403,0.132805817
140,6,65,,,43001,Census Tract 430.01,5593,3364,1818,179,18,80,14,9,111,1865,1670,195,0.601466118,0.325049169
140,6,65,,,43003,Census Tract 430.03,6600,4335,1741,225,19,104,21,8,147,1999,1838,161,0.656818182,0.263787879
140,6,65,,,43005,Census Tract 430.05,5049,2632,1968,167,19,133,16,5,109,1676,1514,162,0.521291345,0.389780154
140,6,65,,,43006,Census Tract 430.06,4703,2963,1284,214,31,104,15,10,82,1461,1285,176,0.630023389,0.273017223
140,6,65,,,43007,Census Tract 430.07,6811,2176,3619,406,11,336,23,14,226,2088,1968,120,0.319483189,0.531346351
140,6,65,,,43008,Census Tract 430.08,5394,2405,2404,227,18,203,11,22,104,1738,1590,148,0.445865777,0.445680386
140,6,65,,,43009,Census Tract 430.09,4736,2053,2127,181,30,189,12,5,139,1410,1312,98,0.433488176,0.449113176
140,6,65,,,43010,Census Tract 430.10,5687,2632,2483,231,19,159,13,17,133,1687,1577,110,0.462809917,0.436609812
140,6,65,,,43206,Census Tract 432.06,7606,2274,4045,440,30,516,35,9,257,2867,2668,199,0.298974494,0.531816987
140,6,65,,,43211,Census Tract 432.11,5486,1614,3170,181,13,298,28,4,178,1697,1628,69,0.294203427,0.577834488
140,6,65,,,43216,Census Tract 432.16,6495,2039,3310,309,52,495,47,9,234,2542,2305,237,0.313933795,0.509622787
140,6,65,,,43217,Census Tract 432.17,3263,803,1932,148,11,252,3,11,103,1071,1025,46,0.246092553,0.592093166
140,6,65,,,43218,Census Tract 432.18,5597,1337,3714,132,27,244,5,6,132,1762,1680,82,0.23887797,0.66356977
140,6,65,,,43220,Census Tract 432.20,4594,1761,2012,172,23,420,15,4,187,1900,1710,190,0.383326077,0.43796256
140,6,65,,,43222,Census Tract 432.22,3842,693,2794,64,41,174,8,0,68,1360,1271,89,0.180374805,0.727225403
140,6,65,,,43227,Census Tract 432.27,7051,1943,3582,469,29,716,47,9,256,2204,2075,129,0.27556375,0.508013048
140,6,65,,,43228,Census Tract 432.28,4108,1272,2179,176,11,260,15,3,192,1518,1441,77,0.309639727,0.530428432
140,6,65,,,43229,Census Tract 432.29,5127,688,3942,130,10,228,17,2,110,2533,2416,117,0.134191535,0.768870685
140,6,65,,,43235,Census Tract 432.35,3742,857,1733,288,13,661,18,3,169,1111,1019,92,0.229021913,0.463121325
140,6,65,,,43239,Census Tract 432.39,6792,1339,5028,68,43,158,6,2,148,2594,2279,315,0.197143698,0.740282686
140,6,65,,,43240,Census Tract 432.40,8802,2321,4427,624,55,977,42,12,344,2682,2477,205,0.26369007,0.502953874
140,6,65,,,43242,Census Tract 432.42,8148,2149,4357,419,38,732,57,8,388,2524,2319,205,0.263745704,0.53473245
140,6,65,,,43244,Census Tract 432.44,7220,1847,3835,392,26,803,44,12,261,2522,2357,165,0.255817175,0.531163435
140,6,65,,,43246,Census Tract 432.46,5906,1062,3945,174,20,478,18,4,205,1903,1783,120,0.179817135,0.667964782
140,6,65,,,43247,Census Tract 432.47,8838,2478,3949,704,52,1214,36,17,388,2241,2082,159,0.280380177,0.446820548
140,6,65,,,43248,Census Tract 432.48,4214,826,2496,168,20,501,21,6,176,1356,1287,69,0.196013289,0.592311343
140,6,65,,,43250,Census Tract 432.50,8339,1976,4148,416,63,1318,53,17,348,2818,2623,195,0.236958868,0.497421753
140,6,65,,,43252,Census Tract 432.52,6574,1282,3509,285,114,1057,16,8,303,2055,1921,134,0.195010648,0.533769395
140,6,65,,,43254,Census Tract 432.54,5011,1506,2813,143,50,325,27,3,144,1671,1553,118,0.300538815,0.561364997
140,6,65,,,43256,Census Tract 432.56,3478,1065,1625,234,23,345,11,9,166,1081,1021,60,0.306210466,0.467222542
140,6,65,,,43257,Census Tract 432.57,7034,1341,3944,252,269,872,33,17,306,2804,2105,699,0.190645436,0.560705146
140,6,65,,,43262,Census Tract 432.62,5122,935,3617,123,35,226,9,15,162,1814,1722,92,0.182545881,0.706169465
140,6,65,,,43264,Census Tract 432.64,7683,1761,4646,269,32,614,5,14,342,2379,2283,96,0.229207341,0.604711701
140,6,65,,,43265,Census Tract 432.65,6142,1215,3986,133,36,483,12,20,257,1807,1725,82,0.1978183,0.648974275
140,6,65,,,43266,Census Tract 432.66,5215,1913,2253,243,34,546,24,12,190,1961,1772,189,0.366826462,0.432023011
140,6,65,,,43267,Census Tract 432.67,6705,1020,4848,169,26,413,15,2,212,2457,2323,134,0.15212528,0.723042506
140,6,65,,,43270,Census Tract 432.70,4991,1574,2732,175,25,285,12,0,188,1707,1608,99,0.315367662,0.547385294
140,6,65,,,43271,Census Tract 432.71,3930,1629,2020,75,25,79,1,9,92,1191,1103,88,0.414503817,0.513994911
140,6,65,,,43272,Census Tract 432.72,4976,807,3734,105,28,185,6,4,107,1998,1753,245,0.162178457,0.750401929
