Income,Census Tract
66056.00,551800
60375.00,551900
69038.00,552001
58913.00,552002
43380.00,552100
44074.00,552200
68914.00,552301
56071.00,552302
51348.00,552400
59311.00,552601
63303.00,552602
65143.00,552700
61996.00,552800
59072.00,552900
63534.00,553000
59764.00,553100
69563.00,553200
49321.00,553300
51903.00,553400
43828.00,553502
43893.00,553503
47368.00,553504
39625.00,553601
49250.00,553602
47606.00,553701
33259.00,553702
40313.00,553801
34909.00,553802
44544.00,553901
39770.00,553902
66755.00,554001
47292.00,554002
56182.00,554101
56500.00,554103
47348.00,554104
36703.00,554105
65450.00,554201
65089.00,554203
25526.00,554204
51271.00,554301
37292.00,554302
33750.00,554403
52747.00,554404
46715.00,554405
68125.00,554406
97321.00,554511
98929.00,554512
85426.00,554513
62619.00,554514
97778.00,554515
105741.00,554516
87288.00,554517
87060.00,554518
115662.00,554519
68709.00,554521
110833.00,554522
49405.00,554600
66891.00,554700
60453.00,554801
54444.00,554802
58246.00,554900
68074.00,555001
67431.00,555002
55700.00,555102
75347.00,555103
72778.00,555104
98182.00,555202
50448.00,555211
52875.00,555212
79181.00,570001
78859.00,570002
70882.00,570003
75583.00,570100
56622.00,570202
34542.00,570203
40824.00,570204
39127.00,570301
49915.00,570303
36859.00,570304
59138.00,570402
33833.00,570403
52566.00,570404
61500.00,570501
53190.00,570502
44926.00,570601
53029.00,570602
31472.00,570603
60071.00,570701
88086.00,570702
83725.00,570800
100840.00,570901
75443.00,570902
81378.00,571000
77177.00,571101
85336.00,571102
72917.00,571200
94075.00,571300
94051.00,571400
51016.00,571502
61653.00,571503
55107.00,571504
18167.00,571600
46004.00,571701
33191.00,571703
42446.00,571704
102054.00,571800
68921.00,571900
72404.00,572001
55575.00,572002
73387.00,572100
76176.00,572201
74615.00,572202
38750.00,572301
68854.00,572302
85086.00,572400
21587.00,572500
58125.00,572600
56389.00,572700
11750.00,572800
47679.00,572900
24527.00,573002
40956.00,573003
29470.00,573004
44442.00,573100
29042.00,573201
35083.00,573202
26985.00,573300
65028.00,573401
61682.00,573402
107524.00,573403
86455.00,573601
101150.00,573700
94798.00,573800
102348.00,573902
95625.00,574000
86797.00,574100
90732.00,574201
62904.00,574202
92813.00,574300
91750.00,574400
92308.00,574500
-,574601
84844.00,574602
-,574700
73203.00,574800
94201.00,574901
47534.00,574902
61944.00,575001
57314.00,575002
47630.00,575101
34781.00,575102
32701.00,575103
30676.00,575201
39740.00,575202
25872.00,575300
32034.00,575401
28782.00,575402
-,575500
34792.00,575801
30035.00,575802
22125.00,575803
43010.00,575901
32941.00,575902
63503.00,576001
35244.00,576200
32288.00,576301
21257.00,576302
31076.00,576401
28429.00,576402
32901.00,576403
36411.00,576501
36174.00,576502
32292.00,576503
42359.00,576601
63403.00,576602
69833.00,576700
44606.00,576801
52074.00,576802
35382.00,576901
34666.00,576903
37356.00,576904
51134.00,577000
60406.00,577100
54217.00,577200
50471.00,577300
71386.00,577400
105455.00,577501
81932.00,577504
82059.00,577602
93675.00,577603
87063.00,577604
47024.00,599000
65000.00,599100
34365.00,600100
29961.00,600201
25898.00,600202
50579.00,600302
19966.00,600303
33522.00,600304
44945.00,600400
65294.00,600501
53438.00,600502
60565.00,600601
30491.00,600602
73889.00,600702
66250.00,600703
54233.00,600704
53175.00,600801
50168.00,600802
38487.00,600902
44040.00,600911
43811.00,600912
33141.00,601001
41000.00,601002
31701.00,601100
42240.00,601202
44968.00,601211
42561.00,601212
59286.00,601301
39945.00,601302
41455.00,601303
35292.00,601401
48721.00,601402
28188.00,601501
35734.00,601502
34043.00,601600
30938.00,601700
44458.00,601801
43088.00,601802
33197.00,601900
43611.00,602002
41071.00,602003
44900.00,602004
39899.00,602103
40755.00,602104
44479.00,602105
41509.00,602106
66448.00,602200
81743.00,602301
98065.00,602302
52203.00,602402
43601.00,602403
40720.00,602404
43125.00,602504
42349.00,602505
40969.00,602506
41960.00,602507
41222.00,602508
37917.00,602509
60438.00,602600
85368.00,602700
27031.00,602801
48441.00,602802
30893.00,602900
35143.00,603001
48427.00,603004
30704.00,603005
36204.00,603006
51091.00,603101
42900.00,603102
62103.00,603200
45338.00,603301
38710.00,603302
56978.00,603400
63148.00,603500
74770.00,603600
73482.00,603702
81111.00,603703
37301.00,603704
49455.00,603801
47670.00,603802
47558.00,603900
33750.00,604001
57794.00,604002
50348.00,604100
66339.00,609900
97173.00,620001
69704.00,620002
100554.00,620101
84150.00,620102
109318.00,620201
142991.00,620301
169619.00,620303
120633.00,620305
112568.00,620400
133043.00,620501
80686.00,620521
104129.00,620522
79957.00,620601
100625.00,620602
97969.00,620701
108941.00,620702
153797.00,620800
155000.00,620901
109706.00,620904
94028.00,621001
109907.00,621002
85046.00,621004
105625.00,621102
101236.00,621104
98889.00,621201
59633.00,621204
82370.00,621301
86797.00,621324
77850.00,621326
94097.00,621400
76683.00,650001
47188.00,650003
67268.00,650004
70634.00,650101
80871.00,650102
81481.00,650200
62000.00,650300
91042.00,650401
96438.00,650501
104881.00,650502
60078.00,650602
76856.00,650603
60581.00,650604
71026.00,650605
95455.00,650701
99473.00,650702
72948.00,650800
53986.00,650901
79000.00,650902
85208.00,651001
79439.00,651002
80615.00,651101
53176.00,651102
99147.00,651201
66606.00,651221
69327.00,651222
102727.00,651302
96897.00,651304
54911.00,651401
72621.00,651402
64632.00,670001
63269.00,670002
61633.00,670003
64238.00,670100
108563.00,670201
146296.00,670202
161473.00,670324
154722.00,670326
167802.00,670328
111490.00,670403
109934.00,670405
160962.00,670406
90433.00,670407
117361.00,670411
113323.00,670413
93625.00,670416
219688.00,670500
140559.00,670602
96354.00,670701
142308.00,670702
35466.00,700101
28794.00,700102
54375.00,700200
66368.00,700300
53013.00,700400
65077.00,700501
65108.00,700502
151352.00,700600
159904.00,700700
55324.00,700801
72023.00,700802
88777.00,700901
65871.00,700902
82606.00,701000
"2,500-",701100
189405.00,701201
90464.00,701202
70270.00,701302
105648.00,701304
62500.00,701402
71250.00,701501
60316.00,701502
81394.00,701601
61653.00,701602
61667.00,701701
58594.00,701702
50543.00,701801
51845.00,701802
36427.00,701902
77750.00,702002
75496.00,702102
73914.00,702201
89524.00,702202
63033.00,702300
75548.00,702400
73618.00,702501
73648.00,702502
98690.00,702600
108056.00,702700
60872.00,702801
58512.00,702802
44716.00,702803
86326.00,702901
71171.00,703001
95128.00,703002
80154.00,703100
97588.00,703200
134830.00,800101
122762.00,800102
153553.00,800202
143843.00,800203
135179.00,800204
120515.00,800324
84063.00,800325
107095.00,800326
84786.00,800327
99125.00,800328
91383.00,800329
98958.00,800330
178438.00,800331
134000.00,800332
130703.00,800406
131136.00,800408
131964.00,800410
105078.00,800504
126172.00,800506
56250.00,900102
50500.00,900103
44402.00,900104
36996.00,900201
43393.00,900300
46725.00,900501
58857.00,900504
61059.00,900505
51719.00,900506
38809.00,900507
73438.00,900508
31287.00,900602
38361.00,900605
37802.00,900606
36250.00,900607
55188.00,900608
42292.00,900609
31682.00,900701
34773.00,900703
32917.00,900704
30948.00,900705
60543.00,900803
35781.00,900804
56840.00,900805
16875.00,900806
80142.00,900900
-,901003
82526.00,901004
104375.00,901007
80571.00,901008
66875.00,901009
56429.00,901010
64545.00,901011
47413.00,901101
65141.00,901102
72402.00,901205
66750.00,901209
94000.00,901210
108542.00,901213
66012.00,910001
45963.00,910002
21583.00,910101
49730.00,910201
91522.00,910202
87022.00,910205
76484.00,910206
85192.00,910207
61377.00,910208
86780.00,910209
83235.00,910210
82417.00,910301
96760.00,910302
70000.00,910401
28016.00,910402
28510.00,910403
45083.00,910404
21570.00,910501
30740.00,910502
38388.00,910504
52396.00,910505
40052.00,910601
34258.00,910602
52295.00,910603
54063.00,910605
67670.00,910606
66064.00,910705
61172.00,910706
38690.00,910707
88229.00,910709
48739.00,910711
67292.00,910712
57803.00,910713
48488.00,910714
48089.00,910715
66914.00,910716
92500.00,910804
89612.00,910805
99250.00,910807
84193.00,910808
115078.00,910809
106250.00,910810
76979.00,910811
105568.00,910812
111429.00,910813
53266.00,911001
19722.00,920011
95036.00,920012
94044.00,920013
125221.00,920015
126709.00,920016
86129.00,920017
92852.00,920018
97452.00,920020
56875.00,920023
140403.00,920026
97696.00,920028
82591.00,920029
81397.00,920030
39057.00,920031
123750.00,920032
43375.00,920033
77857.00,920034
62192.00,920035
77515.00,920036
53597.00,920037
55577.00,920038
107000.00,920039
87925.00,920040
95045.00,920041
83615.00,920042
133179.00,920043
105625.00,920044
110071.00,920045
70221.00,920102
101689.00,920104
62798.00,920106
138864.00,920107
92277.00,920108
100982.00,920109
104911.00,920110
98963.00,920111
88438.00,920112
83291.00,920114
89018.00,920115
110179.00,920116
112238.00,920118
126607.00,920119
-,920200
109308.00,920303
61250.00,920312
73659.00,920313
124931.00,920314
75909.00,920322
86082.00,920326
114205.00,920328
82192.00,920329
85658.00,920330
90741.00,920331
78859.00,920332
89409.00,920334
45060.00,920336
54458.00,920337
132130.00,920338
113450.00,920339
150500.00,930101
81125.00,930200
71912.00,930301
89038.00,930401
-,980001
-,980002
-,980003
-,980004
-,980005
-,980006
-,980007
29138.00,980008
117905.00,980009
108472.00,980010
-,980013
52750.00,980014
29071.00,980015
-,980018
96250.00,980019
-,980020
-,980021
-,980022
-,980023
126339.00,980024
-,980025
82212.00,980026
-,980028
-,980030
78173.00,980031
-,980033
-,990100
-,990200
-,990300
