Income,Census Tract
"56,382",535502
"50,240",535503
"42,250",535603
"55,543",535604
"52,653",535605
"61,683",535606
"47,453",535607
"52,625",535701
"59,538",535702
"56,156",535802
"51,944",535803
"48,176",535804
"50,219",535901
"73,218",535902
"51,625",536000
"65,625",536102
"62,447",536103
"60,885",536104
"65,592",536201
"64,004",536202
"59,484",540000
"75,938",540101
"63,750",540102
"37,014",540201
"42,354",540202
"50,810",540203
"72,822",540300
"46,033",540400
"60,233",540501
"46,534",540502
"34,213",540600
"51,908",540700
"69,000",540800
"47,865",540901
"75,074",540902
"64,009",541003
"64,464",541100
"90,328",541200
"63,199",541300
"37,944",541401
"56,713",541402
"50,385",541500
"42,155",541603
"43,221",541604
"50,457",541605
"40,134",541606
"77,684",541700
"52,981",541801
"57,370",541802
"63,668",542000
"51,481",542103
"71,397",542104
"44,899",542105
"49,525",542106
"58,529",542200
"54,375",542401
"70,000",542402
"66,954",542501
"47,000",542502
"45,391",542601
"63,750",542602
"64,208",542700
"56,215",542800
"67,912",542900
"69,464",543000
"68,111",543100
"70,550",543201
"41,447",543203
"99,167",543304
"65,714",543305
"78,900",543306
"89,750",543321
"95,938",543322
"86,447",543400
"81,054",543501
"104,677",543502
"73,322",543503
"90,069",543601
"58,200",543603
"85,410",543605
"69,716",543606
"115,536",543607
"104,896",543701
"96,094",543703
"108,571",543704
"88,634",543705
"76,848",543801
"86,838",543803
"89,667",543804
"81,413",543903
"63,438",543905
"70,163",544001
"78,421",544002
"83,667",550101
"72,545",550201
"90,000",550202
"86,380",550301
"63,534",550501
"121,250",550502
"80,400",550601
"90,156",550602
"111,212",550700
"78,976",550801
"85,017",550802
"66,250",550901
"66,763",550902
"87,917",551001
"96,007",551002
"50,069",551101
"59,125",551102
"59,651",551201
"77,109",551203
"67,096",551204
"60,556",551300
"61,429",551401
"79,583",551402
"78,098",551501
"86,703",551502
"73,142",551700
"88,297",551801
"72,203",551802
"83,843",551900
"86,111",552001
"73,041",552002
"63,538",552100
"54,255",552200
"82,679",552301
"69,856",552302
"68,333",552400
"79,232",552601
"63,615",552602
"83,900",552700
"85,794",552800
"63,497",552900
"93,322",553000
"79,500",553100
"101,750",553201
"100,350",553202
"66,037",553300
"84,306",553400
"70,549",553502
"51,326",553503
"64,342",553504
"52,542",553601
"60,806",553602
"59,097",553701
"55,747",553702
"57,663",553801
"43,395",553802
"75,000",553901
"54,554",553902
"70,681",554001
"63,984",554002
"50,644",554101
"46,875",554105
"67,772",554106
"89,141",554201
"46,076",554203
"40,746",554204
"74,273",554301
"55,050",554302
"52,337",554403
"63,780",554404
"49,787",554405
"69,286",554406
"120,000",554511
"117,895",554512
"93,542",554513
"108,448",554514
"96,250",554515
"126,450",554516
"107,672",554517
"104,439",554518
"131,012",554519
"90,280",554521
"103,466",554522
"81,458",554600
"81,563",554700
"62,228",554801
"92,893",554802
"71,122",554900
"70,970",555001
"72,946",555002
"75,902",555105
"60,781",555106
"78,947",555107
"135,833",555202
"55,625",555211
"64,188",555212
"79,704",555300
"111,786",570001
"98,631",570002
"101,406",570003
"84,120",570100
"56,375",570202
"46,654",570203
"49,720",570204
"53,271",570303
"53,778",570304
"41,172",570305
"52,561",570306
"74,805",570402
"55,336",570403
"65,130",570404
"72,420",570502
"51,820",570503
"52,287",570504
"60,313",570601
"67,548",570602
"44,637",570603
"89,821",570701
"102,614",570703
"108,485",570800
"102,109",570901
"85,964",570902
"115,000",571000
"109,985",571101
"123,750",571102
"104,846",571201
"78,125",571202
"105,486",571300
"93,629",571400
"54,535",571502
"74,375",571504
"81,732",571505
"21,074",571600
"60,278",571701
"52,237",571703
"55,625",571704
"107,692",571800
"66,898",571900
"95,592",572001
"73,177",572201
"99,524",572202
"55,650",572301
"40,948",572500
"62,895",572600
"71,383",572700
"44,857",573002
"75,476",573003
"47,906",573004
"58,125",573101
"71,583",573102
"39,393",573201
"55,158",573202
"48,673",573300
"75,536",573401
"74,293",573402
"115,606",573403
"109,233",573601
"118,409",573700
"111,306",573800
"146,538",573902
"124,485",574000
"108,250",574100
"110,500",574201
"89,375",574202
"108,617",574300
"120,379",574400
"101,505",574500
"110,469",574602
"63,778",574800
"130,810",574901
"50,847",574902
"87,610",575001
"65,969",575002
"50,745",575101
"35,927",575102
"52,748",575103
"49,094",575201
"41,190",575202
"40,303",575300
"32,410",575401
"52,100",575402
"34,555",575801
"45,956",575802
"26,652",575803
"52,250",575901
"55,801",575902
"89,109",576001
"43,381",576200
"46,058",576301
"34,363",576302
"49,040",576401
"46,056",576402
"40,859",576403
"36,633",576501
"58,942",576502
"58,224",576503
"52,768",576601
"71,759",576602
"87,466",576700
"55,819",576801
"71,172",576802
"41,979",576901
"38,244",576903
"57,673",576904
"71,230",577000
"80,203",577100
"88,520",577200
"90,202",577300
"97,528",577400
"131,150",577501
"96,411",577504
"90,309",577602
"109,750",577604
"104,926",577605
"116,900",577606
"69,146",577700
"97,500",577800
"77,220",577900
"46,018",578000
-,578100
"78,254",599000
-,599100
"37,443",600100
"41,199",600201
"34,375",600202
"58,287",600302
"26,683",600303
"36,056",600304
"63,702",600400
"86,985",600501
"83,599",600601
"48,173",600602
"109,142",600702
"80,446",600703
"76,106",600704
"111,725",600801
"56,920",600802
"41,967",600902
"63,833",600911
"61,555",600912
"36,250",601001
"46,597",601002
"43,661",601100
"68,750",601202
"43,873",601211
"54,671",601212
"65,579",601301
"62,143",601302
"45,563",601303
"50,655",601401
"77,908",601402
"36,737",601501
"50,000",601502
"45,458",601600
"37,045",601700
"41,890",601801
"67,361",601802
"63,153",601900
"61,319",602002
"47,083",602003
"34,483",602103
"54,321",602104
"51,754",602105
"59,360",602106
"125,575",602201
"82,472",602202
"106,488",602301
"137,051",602302
"82,917",602402
"61,382",602403
"49,038",602404
"47,357",602504
"46,202",602505
"48,735",602506
"53,044",602507
"37,813",602510
"50,556",602511
"74,228",602512
"51,500",602513
"70,125",602601
"50,491",602602
"91,484",602700
"31,477",602801
"76,810",602802
"59,375",602900
"63,029",603004
"61,438",603005
"75,756",603006
"58,715",603007
"51,304",603008
"57,568",603101
"62,527",603102
"82,237",603200
"63,362",603301
"53,173",603302
"66,786",603400
"93,361",603500
"77,865",603600
"96,964",603702
"92,364",603703
"68,611",603705
"42,927",603706
"62,866",603801
"73,602",603802
"64,886",603901
"48,258",603902
"72,147",604001
"63,980",604002
"62,201",604101
"89,347",604102
"65,625",604200
"77,059",609900
"132,153",620001
"115,000",620002
"101,389",620101
"123,167",620102
"135,136",620201
"179,032",620301
"170,694",620303
"124,787",620305
"135,455",620400
"134,570",620501
"112,964",620521
"127,269",620522
"92,135",620601
"134,118",620602
"128,466",620701
"185,204",620703
"161,462",620704
"173,462",620801
"131,821",620802
"215,156",620901
"185,119",620904
"139,063",621001
"142,821",621005
"161,667",621102
"138,906",621104
"115,632",621201
"95,417",621204
"110,243",621301
"96,392",621324
"101,406",621326
"109,485",621400
"92,674",650001
"71,330",650003
"91,375",650004
"94,481",650101
"94,000",650102
"103,797",650200
"84,612",650300
"155,583",650401
"119,449",650501
"122,240",650502
"76,897",650603
"65,712",650604
"82,250",650605
"67,440",650606
"116,406",650607
"117,500",650701
"122,692",650702
"115,505",650801
"91,250",650802
"75,938",650901
"91,542",650903
"98,846",650904
"105,417",651001
"92,344",651002
"98,317",651101
"77,958",651102
"132,031",651201
"84,625",651221
"90,963",651222
"126,806",651302
"97,940",651304
"82,500",651401
"71,512",651402
"71,361",670001
"83,791",670002
"81,691",670003
"64,211",670101
"71,574",670102
"141,914",670201
"206,964",670202
"207,096",670324
"157,130",670326
"204,179",670328
"112,708",670405
"194,236",670406
"100,938",670407
"153,145",670413
"110,625",670416
"143,750",670417
"169,345",670418
"250,000",670500
"209,500",670603
"151,538",670604
"153,302",670701
"182,260",670702
"70,045",700101
"37,014",700102
"74,605",700200
"80,381",700300
"82,308",700400
"69,477",700501
"83,971",700502
"173,672",700600
"194,154",700700
"80,417",700801
"89,398",700802
"82,857",700901
"79,037",700902
"107,695",701000
"209,083",701201
"138,857",701202
"78,542",701302
"127,115",701304
"107,429",701402
"126,875",701501
"93,590",701502
"136,250",701601
"101,648",701602
"67,113",701701
"69,904",701702
"66,464",701801
"75,020",701802
"68,935",701902
"88,375",702002
"96,724",702102
"97,642",702201
"120,268",702202
"101,014",702300
"98,656",702400
"126,875",702501
"89,926",702502
"110,285",702600
"122,188",702700
"84,207",702801
"91,743",702802
"81,184",702803
"120,437",702900
"101,264",703002
"95,613",703003
"96,270",703100
"95,722",703200
"152,206",800101
"120,114",800103
"149,318",800104
"195,599",800202
"161,144",800204
"105,130",800205
"236,709",800206
"132,340",800324
"146,649",800325
"225,819",800328
"92,635",800333
"107,672",800334
"124,167",800335
"174,682",800336
"74,663",800337
"170,259",800338
"149,048",800406
"150,469",800410
"170,299",800411
"111,992",800412
"170,458",800504
"180,493",800506
"41,713",900102
"42,400",900103
"49,886",900104
"56,642",900301
"60,848",900501
"59,212",900504
"45,424",900505
"55,938",900506
"72,891",900508
"48,438",900509
"42,934",900510
"41,016",900602
"38,534",900606
"54,016",900607
"62,527",900608
"38,684",900609
"28,017",900610
"70,566",900611
"42,380",900701
"45,582",900703
"42,437",900704
"48,738",900705
"39,000",900804
"66,684",900805
"21,296",900806
"62,583",900807
"59,318",900808
"53,910",900901
"53,083",900902
-,901003
"72,262",901007
"70,795",901008
"81,021",901009
"57,378",901010
"74,871",901011
"106,724",901012
"112,188",901013
"114,007",901014
"74,500",901101
"76,675",901102
"72,500",901209
"74,219",901210
"90,741",901214
"44,418",901215
"94,528",901216
"113,750",901217
"130,199",901218
"47,049",901300
"53,889",910002
"111,044",910210
"174,167",910211
"97,569",910212
"90,682",910213
"96,337",910214
"78,552",910215
"121,563",910216
"96,058",910217
"54,469",910218
"108,269",910301
"86,375",910302
"76,522",910401
"53,598",910404
"31,827",910405
"24,914",910501
"40,788",910502
"51,636",910504
"64,813",910505
"49,583",910601
"41,081",910602
"48,705",910605
"47,083",910606
"40,250",910607
"57,760",910608
"66,724",910706
"57,250",910707
"98,088",910709
"71,842",910712
"64,313",910713
"61,909",910714
"55,651",910715
"77,500",910716
"81,667",910717
"67,330",910718
"71,774",910719
"48,925",910720
"62,045",910721
"97,792",910804
"107,386",910807
"100,759",910808
"160,250",910809
"148,125",910810
"91,875",910814
"102,400",910815
"54,327",911001
"54,444",911100
"130,026",920013
"151,902",920015
"134,063",920016
"112,292",920017
"114,219",920018
"107,969",920020
"119,219",920028
"84,315",920029
"92,759",920030
"58,617",920031
"89,234",920034
"77,086",920035
"50,000",920038
"128,125",920039
"99,688",920040
"85,821",920041
"96,200",920042
"155,917",920043
"97,100",920044
"127,292",920045
"71,619",920046
"55,959",920047
"80,795",920048
"138,667",920049
"71,875",920050
"81,875",920102
"132,738",920104
"92,061",920106
"117,292",920109
"128,387",920110
"125,572",920111
"124,286",920112
"117,049",920114
"92,008",920115
"115,461",920116
"132,582",920118
"160,078",920119
"191,161",920120
"135,132",920121
-,920200
"98,533",920303
"79,444",920312
"111,711",920313
"114,205",920314
"76,012",920322
"113,614",920326
"113,958",920328
"94,712",920329
"93,051",920330
"101,706",920331
"108,015",920332
"85,857",920334
"148,333",920338
"141,534",920339
"88,787",920340
"48,721",920341
"59,861",920342
"50,000",920343
"102,778",930400
-,980001
-,980002
-,980003
-,980004
-,980005
-,980006
-,980007
-,980008
-,980009
"31,875",980010
"18,021",980011
-,980012
-,980013
-,980014
"40,938",980015
"59,250",980016
"45,250",980017
-,980018
"250,000+",980019
-,980020
-,980021
-,980022
-,980023
"150,313",980024
"80,206",980025
-,980026
-,980028
-,980030
-,980031
-,980033
-,980034
"63,083",980035
-,980036
-,980037
-,980038
-,980039
-,990100
-,990200
-,990300
